sentence,label
الحمد الله على السلامة، اغنية رائعة. 👌,positive
نموت عليكم اخواننا المغاربة اكبر تحية ليكم من الجزائر لا للفتنة نموتو عليكم 😍 برافو سعد من اجمل اصوات المغرب,positive
تبارك الله على ولد بلادي الله احفضك من عين الحساد عين الحسود فيها عود ❤❤❤❤🎉🎉🎉😂😂,positive
الفن الذي لا يموت 🇲🇦🇩🇿 خلي معاك واحد ابوني 😍🙏❤️,positive
😂😂😂😂😂😂😂😂😂😂😂 عجبني التمتيل ديالو اقسم بالله غير تجيه الكوميديا و الله غير قمه في التمثيل و الغناء برافو برافو برافو,positive
الله لا يحرمنا من صوت سعد المجرد 😭😭🇩🇿🇩🇿🇩🇿🇩🇿❤❤❤❤❤❤,negative
كل مايكسروه يرجع ناجح كثر من اول 😂😂❤❤برافووووو تهبل الاغنية,positive
انا من العراق عمري ٣٠ احب أغاني سعد لمجرد ❤❤❤😊,positive
ألف مبروك عليك لمعلم تستاهل كل خير⁦👏🏼⁩⁦👏🏼⁩🔥🔥⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩😍😍,positive
😍❤,positive
هذا هو الكليب ولا حيد بحالك ماكله ودواء خاي سعد الله يحفظك❤❤❤😂🤣✌️👍🤲,positive
أغنية زوينة كلمات ولحن وتصوير والأجمل أداء وصوت سعد 😍عجيب هاد الفنان في كل أزمة كيطلع أقوى و أقوى شكرا لكل من شارك في هذا العمل ❤,positive
نحن عاجزين على مدى وصفنا لمدى المجهود الجبار الذي اتحفنا به نجمنناوفناننا المغربي سعدالمجرد وجميع طاقم العمل 👏👏👏👏🔥🔥🔥🎉🎉🎉🎉🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦❤❤❤❤,positive
❤❤❤🥰😍🥰🎉🎉🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🎉🎉🎉❤❤❤❤الحمدلله على سلامتك ربي يحفظك ويسعدك ويوفقك يارب العالمين تحياتى لكل الشعب المغربي الحر,positive
اغنية لا يمل من سماعها تحس فيها بعبق الثقافة الشعبية المغربية الأصيلة و الكليب لعب دور مهم في نجاحها 👏👏👏👏 عودة موفقة سعد ..... و كل واحد عندو حسادووو 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦,positive
🇮🇳വേറെ ലെവൽ പൊളി 👌😍,positive
بجنن😂 كوميدي سعد ابدع😂😂,positive
هد ا لصيف العرسات ناشطين مع أغنية سعدوشي❤👌,positive
إنسان تأخذ منه العبرة في الصمود و الكفاح😍👏👏👏👏👏👏👏👏👏,positive
😍😍😍,positive
بالرغم من كل شيء أحترم في هذا الفنان إحياؤه الدائم لثراث بلده وحرصه على تسليط الضوء عليه دائما😢ابنة المليون ونصف شهيد مرت من هنا🇩🇿🇩🇿🇩🇿,negative
😍😘😍😘😍😘😍😘😍😘😍😘😍تبارك الله كلمات الملحن المخرج زيدنا سعد بحال هذ الاغاني مغربية بالحان مغربية عطا الله موسيقتنا مغربية شمال جبال الموسيقا الريف زوينا بزافالشرق الركادة الوسط احيدوس موسيقا حاحا مراكش صويراكناوا الحسانية عطا الله موسيقا مغربية خرجها وغني بدارجة مغربية وموسيقا مغربية,positive
اخواتنا المغاربه بدنا تكتبولنا كلمات الاغنيه 😍💃💃💃💃,positive
دائما سعد لا ينسى أن يستقدم شيئا من ثراتنا المغربي، إنه لفخر لنا نحن كمغاربة بهذا الفنان😊,positive
😂😂😂😂عمي مسخوط واعر واعر توب خطير و روعة,positive
فنان اصيل ما يفوتش شي عمل بدون لمسة مغربية وصوت ولا اروع .. احسنت سعد ❤️👏🏻👏🏻👏🏻👏🏻👏🏻,positive
كل شي جميل في المغرب عادات وتقاليد ولباس 😍🇩🇿❤️,positive
أغنية زوينة و كليب نقي أحسن مافيه تقاليدنا المغربية اللي لا يعلى عليها ❤🇲🇦😍 برافو سعد 👏👏 عودة قوية ان شاء الله 💪💪 .,positive
هادي الاغنية خاصها تدير ترند واللهِ💙كنبغيك بزاف يا سعد😍😍😍🇸🇾🇸🇾,positive
"أنا أخوكم تونسي و أأكد لكم أنه لو أضيف مقطع قصير ""للقعدة"" ،أكيييييد سوف تزيد تميزا و عضمة، و المغاربة يدركون قيمة القعدة و مكانتها في التراث مغربي المتميز و يفهمون معنى كلامي جيدا.. 🇹🇳🇲🇦😍❤️❤️🌹",positive
ألف ألف مبرووووك التراند المغربي والعالمي في أقل من تلاث ساعات ❤سعدوش الرقم الصعب .انت وحده من يليق عليه قول تحطيم الارقام ولا أحدا غيرك🎩🎩🎩🎩🎩💃💃💃💃😍😍😍😍💪💪💪💪💪,positive
لمعلم دالوقت في الترند المصري باغنية مغربية خالصة هو ده يا معلم نجاحك على اسم اغنيتك عدى الكلام و الكليب جنااااان مليار فرح و حيوية لباااااس😍,positive
😍😍😍😍😍,positive
الزين المغربي🇲🇦🇲🇦 الحمد لله الذي جعلني مغربي ،الحمد لله الذي نفخ روحي في رحم مرأة مغربية 🇲🇦🇲🇦🙏🙏😍,positive
سعد كما العادة يمتعنا بأغنية من صميم التراث الشعبي بصوته الرائع و لمسته الساحرة. برافو سعد👏,positive
👏👏👏👏👏👏,positive
❤من عنابة الجزائر سلام رؤوف ميلان 😂❤خاوة خاوة بلا عداوة ❤جيب المعزة😂😂😂😂😂😂,positive
اغنية أكثر من رائعة من فناننا المحبوب سعد. تحية لك من الصحراء المغربية 😊😊❤,positive
اغنية كلها طاقة اجابية ❤من نجاح لنجاح يا ابن المملكة المغربية ابن الحضارة والتاريخ الله على التقافة المغربية 🇲🇦😍🇲🇦💕,positive
مشاء الله اغنية شابة بزاف تحياتي لخاوتي لمغاربة 🇲🇦🇩🇿👍👍👏🏻,positive
اغنية تشاهدها والبسمة لاتفارق وجهك 😂 صوت وأداء وكوميديا وتصوير...كل هذا اجتمع ليعطينا تحفة فنية مغربية أصيلة، العز لولد بلاي ،أحسنت سعد...,positive
سعد لمجرد جاي وفاقس لعديان😂❤❤❤,positive
لعشرين مليون جبتها وحدي 😂🇩🇿,positive
لما وصلت له الاغنية حقا لمفخرة لكل مجهود لكل الطاقم ولفناننا المعلم سعد لمجرد 👏👏✌✌🇲🇦🇲🇦❤❤,positive
ألف مليون مبروك لأحلى فنان سعد 🥰🥰🥰🥰🥰👏👏👏❤❤🇩🇿,positive
فلاتثق بالحب فهو نادر ولاتثق بالإنسان فهو مغادر ولاتثق بالزمن فهو عابر فثق بالله فهو القادر😍#لخوت_اريد_مساعدتك_لإتمم_شروط_وشكرالكم,positive
سعد ديما كيدير اغني فيها الترات المغربي ودكلشي علا الشوا 😂😂😂,positive
أغنية أكثر من رائعة تجمع بين الترات المغربي وصوتك الجوهرة🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦❤️❤️❤️❤️❤️😍😍😍😍,positive
اغنية تجسد التراث المغربي مضمونا و لباسا و مكانا و احتفاء برافو ❤👌,positive
ياسلام عليك يا عالمي انت فنان بمعى الكلمة جسدت التراث المغربي الجميل ❤️👏❤️,positive
😢تفكرت حفيظ الفتواكي 😢 الله يرحموا و ميمون لوجدي....ولهند لڨديم😢,negative
هاذا هو سعد لي نحبوه . كي تغني مغربي تبدع ❤❤❤😊😍😍🇩🇿🇩🇿,positive
❤🎉😂❤🎉❤🎉❤يحفضك اخويا مكبر بنا,positive
سعد باقي مباغيش يهبط من ضوندونس 😅😂😅😂,positive
صلو على رسول الله اللهم صلي وسلم وبارك على سيدنا محمد 😢😢😢,negative
واحل هاد السيد لفيمينست فالحلق😂😂😂,positive
سير بغيتك تغ** كل الفرنسيات 😂. برب حرقتي مهم زبدهم ❤️❤️❤️برافو حنا معاك ماييدين لك لأخر نفس 🇲🇦💕,positive
مافيها باس كل واحد عندو حسادو 😁,positive
😪😔,negative
الله يعينك اللي انت فيه مانتمناه العدو 🤷🏻اسايل احلام صار موضة 😂احنا كمسلمين لما تضيق الحال بنا نرجع الى الله واليس العكس 👍,positive
حمد لله مخنشلهاش😂😂😂😂,positive
رشيد رفيق هبيل 😂😂😂😂😂😂,positive
عمي😂😂😂😂😂هههههههه,positive
😂😂😂😂 عميييي,positive
اش اخبارك انت اخيا سعد كفاره يا معلم خرجتي من الحبس هارب ليك الفرخ 😂,positive
الاغنيه مو احلا من البنات المغربيات 😂,positive
براااافو عيالات الرجال كيتعنقو وكيشطحو قمة الحضارة والرقي 😂😂😂😂😂 جهنم في انتظاركم,positive
اش خبارك انت بعد هروبك من. الحبس الفرنسي 😂😂😅,positive
كان عندي فضول كبيييير للقضية وتمنيت شي حد يتطرق ليها 😊برافو اختي فاتي ❤,positive
حسبنا الله ونعم الوكيل الله يخد فيهم الحق 😞,negative
الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم اهله الصبر والسلوان وحسبي الله ونعم الوكيل فيهم 😥💔🇩🇿,negative
حسبنا الله ونعم الوكيل ولا حول ولا قوه الا بالله العلي العظيم 😢😢,negative
هادشي خطييير، كاديري كل مجهوداتك لنأخذ القصص بكل جدية ، تستاهلي ملايين الإعجاب و الإفتخار 🥰😘❤👍,positive
يلاه فهمت القصة ديال المرحوم خاشقجي بالتفاصيل...كنا متبعين قنوات في الخليج كل مرة اخرجو بأخبار ممفهوماش...شكرا عطيتينا أخبار عليه الله ارحمو مفصلة....شكرااا جزيلا...👍👍👍👍😍😍😍,positive
مجهودات جبارة كنت رائعة لبعدي ومللي للاخبار العامة لم تكن لدي دراية بالقصة لك كل الشكر والامتنان ونسال الله ان ينصره ميتا 😢,negative
حسبنا ونعم الوكيل فيهم الله يرحمه ويغفر 😢😢😢😢😪💔💔,negative
رحمه الله وغفر له ولجميع المسلمين 😢😢,negative
حسبي الله ونعم الوكيل 😢😢,negative
❤❤❤❤🎉🎉🎉🎉عيدكم مبارك وكل عام وأنت والعائلة وإخواننا في المغرب الشقيق بخير 😊 وشكرا القضية لهذا اليوم والله كنت أتمنى أنك تتحدثي عنها والحمد لله ربي استجاب دعائي,positive
مع الأسف الخاشقجي تم بيع دمه من طرف أبنائه وتلك التي تقول زوجته 😢😢,negative
فلتو فيها في الدنيا لكن عند الله الملقى و الحساب 😢,negative
باينة لعمى القنصل كيهدر و كيصرح بلي ماكاينش و كيدور عينو ليسر يعني كيكذب يجيبو غير شي حد مطريني عند المخابرات باش يعرف كيفاش يدير قدام الكاميرا 😂😂,positive
الله الله على مهارة السرد بسلاسة و بكل رقي 😍😍 قصة غامضة و تركيا وقفات ليهم فلحلق حتى اعتارفو بلهلا يطريه ليهم😅,positive
حسبنا الله ونعم الوكيل 😭😭,negative
و أخيييرا بعد طول انتظار الحلقة تحطات كنت عل القرص كيما العادة متقلقيش أزين حتى حنا مخرجناش في العيد غير الدار ⁦😂⁩⁦❤️⁩⁦❤️⁩,positive
كنت مشتاقة نتفرج في هاد الحلقة، بلحق راجلي عصبني كنتفرج ونوقف نترجم ليه للإنجليزية معقلتش عليها 😂. غادة نعاودها بوحدي تاني ملي ينعس 😊,positive
قصة مؤثرة الله يرحمه 💔😢شكرا لك و المزيد من التوفيق لك إنشاء الله ❤,negative
يعطيك الصحة اختي زهراء كي حكيتي عليه من بين الناس لي أثر موتهم عليا بزاف الله يرحمو،، من فضلك ديريلنا فيديو على الشاب الجزائري جمال بن سماعيل 😢,negative
شكرًا على المجهودات ديالك 😍😍,positive
برااافو فطومتي احسنتيييي❤❤❤لقضية واعرااا وصعيبة ومعقدة بزاف 😢دابا لي كيحير واش هاديك خطيبتو ولا لا والكن راه كاينين تصور إذا الله يرحمو دازو لحق كان زوج طلق,negative
شكرا فاطمة الزهراء تبارك الله عليك حلقة في المستوى كما العادة ، 😊 و الله ياخد الحق,positive
كنت متبعة هاذ القضية فوقتها و تأترت بها 😢,negative
انا كنت متبعة هاد القضية. ولكن جاني فضول عل الطريقة باش غادي تاخديها. برافو عليك كنتي حيادية و موضوعية👏,positive
فاش قلتي مستحيل شي واحد في العالم ميعرفش هاد الصحفي لقيت راسي انا وعائلتي عمرنا سمعنا بيه ولا عرفناه😢,negative
الله يرحمه و ربي ينعلهم و يحاسبهم لي قتلوه مسكين😢,negative
واخا عارفينك تمارة كادوزيها ولكن راه ماكرهناش كل نهار حلقة 😂❤,positive
وأخيرا على سلامتك 😊 قضية واعرة اليوم الله احفظك ❤❤❤,positive
الله يرحمو ويجعل مثواه الجنه يارب 😢😢,negative
ياربي سلامة موتهم كيش غدي دجي 😢الله ينتقم منهم,negative
مسكين بقى في بزاااف . غصبوه في حياتو .ربي ينتقم منهم جميعا 😢😢,negative
الله يعطيك الصحة اختي فاطمه الزهراء للاسف هاد الشي مخزي لا حول ولا قوه الا بالله والله يرحم الميت😢 شكرا حيت تطرقت لهاد القضية اثرت فينا اول مره من سمعناها من عند الصحافة و هاد المرة اثرات فيا اكتر من عرفت التفاصيل,negative
بصح عارف القصة ولكن الطريقة ديالك فالسرد رائعة بزاف💯👌 تبارك الله عليك أختي فاطمة الزهراء ❤,positive
جيتي غزالة هاكا ماشاء الله تقبل منا ومنكم 💝الصراحة بغيت نسمعها من يوتيوبورز ديالنا برافو عليك فاتي العززز 😘,positive
ماتبيقاش تعطلي علينا راه كنتوحشوك 😭🍯+ ربي يوفقك,negative
وااااو أكثر وحدة مجتهدة و كاتجيب ديما الجديد و بكل التفاصيل و إذا بغيتي الحصري آجي لعند لعسكري الهمة العالية و الإتقان و الجد و الإجتهاد👍👍😍😍,positive
هاد قضية جابت ليا لارارة يالله كنكول فهمة كلقا راسي مفهمة والو هههههههه كون جمال كان باقي عايش و شاف المهزلة لوقعا في سعودية دبا كون هوا كليهم قتلوني حسن 😂,positive
شحال هدي وأنا كنتسنا شي واحد ايدي على هد القضية 😊😊😊 شكرا بزاف ❤,positive
و اخيرا 😍😍 عيد مبارك سعيد فاطمة الزهراء❤ سمعت بزاف على خاشقجي و لكن مفهماش قصته و عارفة مورا هاد الفيديو غنفهمها مزيان,positive
كنت مشوقة نسمع لهد القضية وعواشر مبروكة عليكم جميعا يارب🙏🤲♥️😍🌹🌹😘😘👍👍👍,positive
برافو فاطمة الزهراء فعلا مبدعة ومتميزة.. الطوب كنت متألقة كما هي العادة ..❤❤❤برافو...😂😂 ضحكتيني في الستوري,positive
فاتي الله يعطيك الصحة و تبارك الله عليك الله يسهل عليك ياربي ♥️ وا الناااس وا دغياا وصلوو فاتي ل مليوون مشترك والله تا كتستاااااهل وكثر 🙏😍♥️🥀,positive
مش حتغمض عينيك مع المحققة ديالنا 😁😁😁، قصة اليوم ناااار 👍👍👍👍على بركة الله نسمعوها,positive
تحقيق في المستوى برافو👏👏,positive
شكرا لمجهوداتك بصح لم تأت باي شيء جديد للي تابع هاد القضية من بدايتها راه عارف كل هاد التفاصيل... شكرا😊,positive
كتحمقني طريقة السرد ديالك صراحة تبارك الله عليك و كنتمنى لك التوفيق برافو برافو برافو بصوت محمد الجم 😂😂😂,positive
مقدرتش نكمل القصة كتوجع 😔😔للاسف للدكتورين,negative
احسن يوتبرز.برافو وشكرا على مجهوداتك،😊❤,positive
وعليكم السلام أختي توحشناك بزاف واخا غبرتي علينا ولكن جيتي وجبتي معاك ههههه جايبة معاك الصواب ديالك فيدك مرحبا بيك أختي 😍😍المغربيات اللي غادي يفهموني هنا هههه,positive
برافو عليك اختي شكرا لك على مجهودك الرائع 🩷💜😘✨,positive
لاحول ولاقوة الابالله 😢😢😢,negative
توحشتك. و متبقايش تقولي ليا غدا نلوح الفيديو حتا توجديه. راني كنعول😂 و اليوتيوب كيخياب فعيني. وايلي,positive
بفضلك عرفت تفاصيل أخرى ماكنتش عارفاها و خاصة قضية زواج خاشجقجي من المصرية..ممكن تكون خديجة جزء لا يتجزأ من الخطة باش يمشي للقنصلية او بالأحرى للموت برجليه.رحمة الله عليه لي مافهمتش هو تصريح الابن ديالو واش زعما تكون السعودية ضغطات عليه باش يبقاو عايشين بيخير؟ قضية هذا التصريح خاصنا عليها شي تحقيق اختي فاطمة الزهراء العزيزة 😂❤,positive
شكرا جزيلا حبيبتي زهراء الإسم المسمى عليه فديوا مميزة جدا 😭,negative
برافو عليك اختي اتبتي جدارتك في هذه القضية وحسبنا الله ونعم الوكيل في ابو منشار وأعوانه 😢,negative
😢😢ياربي شي حد يعاوني يشريلنا خنشة دطحين ومواذ غداية في هدا العواشر الَمبارك الله يرحم الواليدن حالة ضعيفة بزاف بغيت غير مناكلو انا لي هازة والديا كبار وخاي مريض نفسي اقسم بالله العظيم,negative
كنبغييك بزاف و الله❤❤ متغبريش علينا أحسن وحدة كتعاوظ لقصص❤😍😘,positive
ممكن ديري لينا قصة نورة مشجعة فريق الرجاء البيضاوي عفاك راه بقات فينا😢😢😢😢😢,negative
سبحان الله العلي العضيم فهو علام الغيوب الله يسترنا في الارض ويوم العرض ياربي.😢😢😢.,negative
بقا فية الله يرحمو والله ياخد الحق في كل ضالم😢😢😢😢😢,negative
ربي بغا ليك هاد الدعيوة الى وقفتي عندي وزرتيني ❤ بغيت ليك الصحة وراحة البال ورزق لا ينتهي مع زيارة مقام مقام سيدنا محمد صلى الله وعليه وسلم ويرزقك فرحة سيدنا أيوب وهاد العواشر المباركة 🤲🤲😍😊😊😊,positive
❤تحيه طيبه لك أختي منوره ومؤنسه الفنون ديالنا الله يلطف بالعباد لارحمه لمجرمين والقتله حسبيالله ونعمه وكيل فيهم ❤😢والله يرحم جمال خاشقجي وكل ظالم وغدار بدنيا غيتحاسب عند رب العالمين 😢,negative
اول فيديو اشوفو على هذا الموضوع واضح برافو👏👏👏👏,positive
لغزالة ديالنا مبروك عواشرك ❤🎉 شكرا على المجهودات ديالك 😘,positive
موفقة كالمعتاد مشكورة يا بنيتي 👌👌,positive
تبارك الله عليك خدمة نقية 😃🥰🥰🥰🥰,positive
لو تتكلمي باللغة العربية الفصحى ما نفهم اللهجة المغربية 😢❤,negative
وأخيرا.جميل جدا😍😍عيدك مبارك يا أحلى فاطمة الزهراء❤️❤️,positive
و عليكم السلام ورحمة الله وبركاته يا لحبيبة ديالنا شكرا بارك الله فيك و كل عام وانتم بخير وصحه وسلامه انشاء الله عيدكم مبارك سعيد 😊❤😘😘,positive
برافو فاطمة الزهراء 👏👏👏👏👏❤,positive
ههههه عاقلة عليه 😅😅 كانت اغبى عملية اغتيال وقعت في التاريخ 😂😂😂,positive
مجهود مبذول بشكل كبير وهذشي باين، ملاحظة بسيطة وهي واحد النقطة مدويتيش عليها بخصوص نظرية للي التعطات في التحقيق وهي مادة الاسيد للي استعملوها في تذويب الجثة كما رأينا في عدد كبير من والوثائق عليه أنهم عطاوه إبرة مخدرة حتى يسهل عليهم مؤمورية التقطيع و التذويب وليس الحرق في الفرن !!!!!؟؟ 🥺😞 المرجو جواب,negative
هاي هاي على الفنون ❤😘,positive
اهلا وتحياتي العطرة . مبروك العيد واطيب المنى اتمناها لك❤ رحمة الله على على جمال خاشوبجي ..الدول العربية تحارب دائما الاقلام الحرة....الدول العربية عدوة الديموقراطية وحرية التعبير ..فكل الصحافة في العالم العربي تجدها محابية للانظمة الفاسدة والقاهرة لشعوبها..ما اثار حفيظتي .. لم يطالبوا بالجثة وماذا حدث لها ؟😢,negative
سلام بزيونات شحال منورة الله إحجبك❤😊,positive
الله يستر يقتل خوه المسلم على ود الدنيا الفانية شر قتلة 😢 وخليه يقول لي بغا وينتقد الحمد الله على المغرب,negative
انا متابعتك من جزائر واحبك شكرا على فيديوهاتك جميلة استمري 😄😆,positive
بغيت نعلق ولاكن عايش على اراضيهم يجيو يوقفو عليا 😂😂 الله ابعد علينا شرهم,positive
دائما مبدعة حبيبتي 💘😘,positive
كون غي عاشو مصاحبين فدار وحدة خير من هادشي 😢,negative
احسنتي 👏🏻👏🏻,positive
أنا غير سمعت القصة وخفت واش ماخفتيش على راسك 😢,negative
العز الفنون وهده القضيه كانت مدوخاني مشاء الله عليك العسكريه والبوليسه والضابطه.... او سير 😂,positive
دوكيمونطير داز فالجزيرة عاود هاد القصة 😊,positive
لازم اعيد كل جمله عشان افهم 😩😩😩,negative
كنتفكر نهار شفت الفيديو لي تسرب ديال جمال خاشقجي و هوما كيقتلوه 💔,negative
وانت اش بغيتي بحال هذه القضايا راه باقي بغينا تقدمي لنا الجديد والجديد لا تكوني قاجية في شي قنت الله يهديك فاطمة الزهراء 😂😂❤,positive
ياريت تزوجها فدولة اخرى او تزوجها عرفي 😢,negative
ياربي سلامة نعست 😢وبقيت كنحلم بيه,negative
فتش عن المرأة. سبابو حب خديجة😂,positive
حاولي تتكلمي عربي فصحه 😅😅 عشان مش فاهم نص الكلام 😢😢,negative
شكون جاتو ديك خديجة كنشبه لحليمة الفيلالي 😂😂😂,positive
👍😘,positive
ماقلت حتى حاجة جديدة هاد الشي كولو عارفينو😢,negative
الأميرة ديانا الجزء الثالث 😢😢😢,negative
شنو غيقولوا لله وهما كيدعون الاسلام😊,positive
اودي اشمن صوره عندها راه معروفه سمعتها عند النزهاء .اما جمال تصفى في قنصليه سعوديه ماشي تركبه القضيه باينه حتى للحمار هههه دايما يزيفون الحقاءق الله ياخد قبهم الحق كلشي مخطط له.😊,positive
😔😔😔,negative
فاطمه الزهراء ولات كتغامر براسها على قبلاً 😂😂😂😂❤,positive
اكبر عملية سرية قامت بها السعودية التي علم بها العالم باسره هههههههه 😂😂😂😂😂😂,positive
حلقة رائعة وقصة محزنة تخبرنا عن مفهوم الحرية فالوطن العربي فقط كاين تفصيل ماذكرتيهش لي هو ان جمال كان داير ساعة ذكية من نوع آبل ولي بفضلها المحققين عرفو أن جمال ماخرجش من القنصلية ،وبعدها اعترفت السعودية بالجرم ،والمحققين قالو ان الساعة الذكية سجلت تسجيل صوتي لآخر لحظات من حياة جمال 😢,negative
😂م بقا الا شرذمه الفرنسين والخوارج يتكلمون,positive
كنت تابعت هاد القضية بزاف الصراحة الاستخبارات السعودية اغبى استخبارات نهار دارو عملية اغتيال العالم كلوا ساق ليهم الاخبار وحتى تركيا كنظن باعت الماتش في الاخير لانو مستحيل الاستخبارات التركية دوزها هاد القضية والله اعلم شكرا اختي على الحلقة دائما متميزة والله يعطيك الصحة مزيدا من النجاح 😊,positive
بكل صراحة الصوت والمونتاج والمتعة والتوعية التي تقدمها صفاء صعب تلقى أحد يقدم نفس الشيء 👏💗 مين يتفق معي 🌹,positive
الشعب يريد الجزء الثاني + كنموت على القصص اللي كتديري 👏🏻👏🏻👏🏻👏🏻👏🏻👍🏻👍🏻👍🏻,positive
شكون بغا صفاء دير لينا الجزء الثاني ديال اختبار البسيكوباطية ؟ 🙂🔪❤شفت الاشعار ديال الفيديو خليت الحفاظة ديال الاجتماعيات و جيت كنجري نتفرج 😂🌚🤍,positive
شكل صفاء فاش غادخل تشوف النظريات ديال المتتبعات وغاتلقا كلشي تايهضر على الفرحة منين شفنا الإشعار ديالها 😂😂,positive
ماكرهتش صفاء كون دير حلقة كل نهار 😂 نبقا غا نسمع ليها وحال فمي مع الاحداث❤ ماتبقايش تغبري علينا بلييييز,positive
حيدو حيدو🏃 زين صفاء جات وجابت الجديد فيديو دابا حتا نسمع القصة عاد نمشي نتعشاء واخا فايت سمعتها ولكن صفاء عندها تسريد القصص راءعة برافو حبيبتي 😍🥰,positive
فرحة لاتوصف و أخيرا حلقة جديد❤❤😍,positive
متابعة جديدة أولا هبيبزة جديدة كيعجبوني القصص ديالك تبارك الله عليك كملي ومتديهاش لهدرة المحسادين 😍😍😍😍,positive
شحال كنحمق عليك ختي نهار على نهار كنزيد نبغيك أحسن وحدة كتعود قصص او كدخل خاطر 😂😂,positive
شكرا صفاء على هاد الحلقة الزوينة 😍😍😍❤️❤️❤️,positive
صفاء كنحماق عليك الانسانة الوحيدة اي كنفرح منين كتوصلني اشعار ديالك❤❤❤❤❤❤ اي فيديو كديرو كنبقا حاديا شنو فتگول كنخاف لشي حد يحلفها فيها الله يحفظك بليز ديري اجزاء على مايكل عزيز عليا بزاف انا خالتي فرنسا كانت مريضة معاقة لوقت لي دارت عملية فالمستشفى ديالو وكيقولو عائلتي حنين بزاف وكيدير الخير وكيتعامل مزيان مع الاطفال لدابا خالتي حيث مريضة مكتحملش لي يقوليها مايكل مات 😂❤❤,positive
طريقة لي تحكي بيها هايلة اول مرة ندخل للقناة ديالك وعجبتني متابعتك من الجزائر😊❤️🇩🇿,positive
احسن وحدة كتعاود القصص والقضايا هي صفاء❤️❤️😄,positive
كنت كنتسنا بفارغ الصبر باش تحطي فيديو كيعجبوني بزاف القصص اللي كديري أو أنا متبعاك من شحال هادي 😭❤️,negative
اجمل هبيزة وواحد جيم قبل ما نتفرج عندنا ثقة أن الحلقة غادي تكون واعرة كيف العادة 😍😍,positive
نطالب بجزء ثاني عافاك أو كنحماق عليك كيفاش كتلخصي و طريقة باش كتهدري واوا 👌👌❤️,positive
شحال و انا كنستنى هاد الحلقة فرحت 😍😍😍😍😍😍شكرا هبيزة كنبغيييك 😍😍,positive
شكرا صفاء لهبيبزة 🖤🖤، أخيرا قضية مايكل بطريقك الزوينة و المشوقة🎩🎩👏,positive
فرحة لا توصف مع صفاء 😍😍😍,positive
القصة زوينة وبينتي لينا الحقيقة ديال مايكل وشكرا لك بزاف هبيزة 😊😊😊😊,positive
وااااااو اشعار من صفاء وايضا حلقة ناااااار 😍😍😍😍😍,positive
صفاء ماشاء الله عليك وشكرا بزاف على أي مجهود كديريه❤️ . عفاك ديري لينا فيديو على القصة ديال الفنانة التركية برغن وكيفاش تقتلات نتمنى تشوفي التعليق ديالي ❤️❤️❤️😍,positive
براڤو عليك أختي محتوى في المستوى 👏🏻 ايلا كان ممكن بغينا القصة ديال إغتيال الفنان توباك أمارو شاكور شكرآ 🙏,positive
بلييييييييييز بغينا جزء ثاني 😍 بالنسبة لي احسن حاجة درتي هي هاد القضية ديال مايكل أنا من عشاااااااااقو ، شكرااااا على الفيديو 💃💃💃💃💃,positive
فرحت حيت تفرجت الحلقة، وتعصبت فنفس الوقت حيت حتاا نالسيمانة ليماجا عاد عنتفرج أخرى إنشاء الله 😂😂♥️,positive
انا كنحس به انسان مزين بزاف ملين كنسمع سيرتو كاجنبي بكي وخي نتنعراف عليه والو حرمنا من انسان بحالو 😢,negative
شكرااا بزاف صفاء علا هاد القصة كنت بغيت نسمعها من عندك حيت عندك واحد الطريقة فالسرد ديالك براااافو عليييييك احسن يوتيوبر مغربية 👏👏👏👏❤🖤🖤,positive
واخيرا مدة هادي وانا كنتسنى هاد الحلقة بالخصوص لي تهضري فيها على مايكل جاكسون شكرا حبيبتي ❤️😘,positive
عافك هضري على المرحوم أنوار خصنا نهضرو كاملين بش إكتر الضغط أو القضية تولي رأي عام عافاك طلبك هضري عليه 😢,negative
"كلشي على ""ياك آ خوويا""😂😂😂❤",positive
شكرا على هاد الحلقة صفاء 😍😍😍هبيزة ديالنا,positive
صفاء حبيبتي شكرا بزااف ليك على المجهود لي كاتقدمي لينا و الله راني كانفرح فاش كاتحطي شي فيديو 😍💜💞,positive
ممكن اختي تعطينا مصدر ديال هدشي لي كتقولي باش نتأكدوا من صحة ديال قصص ديالك 😊,positive
احسن شعور هو بعد نهار ديال لحفاظة يجيني اشعار ديال فيديو ديالك 😭💜💜,negative
تمنيت كون هضرتي على شي قضية أخرى حيت توحشتك بزاف 😭هاد القضية باينة وكلشي هضر عليها مليون مرة,negative
الأناقة + الجمال + التواضع = صفاءكنموت عليك هبيزة 💗😘,positive
اكثر فيديو مطلوبةةة نحبك بزاف صفاء ❤️😘❤️,positive
سمعت القصة ديال مايكل من بزاف ولكن نسمعها من عندك عندها متعة أخرة😍😍😍❤❤❤❤,positive
صعيب نلقاو شي يوتيوبرز بحالك كيفاش كتقدم 😍كيفاش كتهضر 😍 الله اخليك لينا الهبيزة😍,positive
