sentence,label
موفقة اختي عفاف في مسيرتك ومزيدا من التألق والنجاح اتابعك منذ مدة عبر الانستغرام ما شاء الله عليك قلبا وقالبا﻿,positive
 رائعة حبيبتي وفقك الرحمن﻿  ,positive
ليست غريبه على اخلاق برشلونه,positive
عمل رائع بكل المقاييس,positive
استمري فانت الاروع﻿ ,positive
معلم كبير تستاهل ملك العالم,positive
فيديو رائع مثل روعتك موفقة ننتظر مزيدا من الفيديوهات﻿,positive
 رائع اختي عفاف بالتوفيق استمري الى الامام الله معاك﻿ ,positive
 فيديو رائع تبارك الله عليك﻿ ,positive
 عفوفه ابدعتيييي الفيديو رائع وبقوووه الله يوفقك ياارب ❤️❤️﻿,positive
حمامة بيضاء وكفى ,positive
 عفاف ❤️❤️عمل موفق حبيبتي﻿ ,positive
 بارك الله عليك عفاف فيديو اكتتتتر من رائع مزيدا من العطاء وربي خلي ليك الكتكوت سعد﻿,positive
 جبوبتي عفاف اسعدك الله .... ننتظر قدومك الى مدينة الجديدة﻿,positive
 جميل جدا ❤﻿,positive
  قمة و تحفة و مهارة في التصوير و سرد التاريخ.  فكرة مغايرة تماما عن محتوى اليوتييرز العرب ككل،  تحياتي لكي،  متبعتك من الجزائر،  بالتوفيق﻿ ,positive
  ابدعتي عفاف اتقنتي فن التصوير 😊😊 بالتوفيق انشاء الله ننتظر الفيديو القادم 😀﻿,positive
 بداية موفقة ... وعمل مميز لا من حيث الفكرة ولا المضمون .. مزيد من العطاء﻿ ,positive
 أول مرة غنشوف شي يوتوبوز مغربية بمحتوى مفيد و رائع فيه احترافية تبارك الله عليك عفاف 💙❤﻿ ,positive
  تبارك الله عليك عفاف ... ابدعت ...كنتمنالك المزيد من الابداع و التالق. برافو..استمري﻿ ,positive
فكرة جميلة ابداعية واصلي حبيبتي موفقة ..♡♡﻿ ,positive
عزيزتي ماشاء الله عليك وشكرا على هذه المعلومات القيمة عن مدينتنا الجميلة كأنت﻿ ,positive
وفقة عفاف كنتمنى ليك كل خير 👍👍👍﻿ ,positive
السلام عليكم الأخت الفاضلة عفاف و أحييك بتحية الإسلام و أعذب الكلام الممزوج بالتقدير و الإحترام، لم أتوقع ماكنت سأرى قبيل مشاهدة هذا الفيديو الرائع الذي أبهرني بي,positive
اغنية جميلة,positive
تبارك الله عليك الجودة و الإتقان ف العمل صراحة مجهود كبير و رائع يشهد لك  متشوقة لرؤية المزيد من الفيديوهات  في إنتظار المزيد و القادم أجمل و أفضل كل التوفيق والنجاح الدائم لك يا بنت المغرب الحبيب﻿ ,positive
شريط رائع ابدعي غاليتي .. فتطوان تحتاج شبابها ♥﻿ ,positive
جميل جداً أخت عفاف استمري يامبدعه .. حياكم في قناتي اشتركوا وشوفوا رحلتي الأخيره الى جورجيا 😇,positive
فيديو رائع بالتوفيق﻿ ,positive
تحية لكل الناس الموجودين عندي فالصفحة ,positive
جمهورنا الحبيب .. كانت سهرة رائعة بكل المقاييس بالمركب التجاري,positive
تبرك لله عليك بنت بلادي﻿ ,positive
تعجبني هذه المدينة الى درجة اني اتمنى ان اكمل ما بقي من حياتي فيها قضيت فيها ايام رائعة طيلة دراستي الجامعية هناك,positive
ر نقاء الصور,positive
 ماشاء الله على عفاف الغالية ، إشتقنا إلى تطوان وأهلها ، مزيداً من التألق والإبداع ☺️💜 وفقكِ الله﻿ ,positive
جمال مدينة تطوان الساحر دائما منذ زمن، المدينة الرائعة بصفاء جوها، بمناظرها الخلابة ,positive
ما شاء ألله﻿ ,positive
 تبارك الله عليك فيديو رائع بتوفيق في باقي اعمالك﻿ ,positive
له على الرياض و الجمال و العيون المتدفقة بالمياه العذبة. و هذه الموسيقى النابعة من تطوان الجميلة.,positive
جميل اختي عفاف  حبيت ♡♡﻿  ,positive
ة فصاحتك في اللغة,positive
اجواء ملعب الكامب نو الخرافية,positive
برافو عليك فيديو جميل كجمالك بالتوفيق أختي👌🌷﻿,positive
تحية جميلة من الدار البيضاء إلى اجمل مدينة تطوان. احبكم﻿,positive
شكرًا لكم بزاف .. قريت جميع التعاليق و أسعدني تفاعلكم ♥️ أسعدكم الله 🌸﻿,positive
واصلي اختي نحن في انتظار فيديو اخر :)﻿,positive
حبيبة تبارك الله عليك حمقني الفيديو حتى انا تطوانية وكنعمل فلوقات وروتينات مبذول فيهم جهد نتمنى تضرب دويرة عندييي.﻿,positive
أول مرة غنشوف شي يوتوبوز مغربية بمحتوى مفيد و رائع فيه احترافية تبارك الله عليك عفاف 💙❤﻿,positive
ابداغ محترف واختيار راقي للموسيقى يرتقي للعرض على اكبر القنوات بالتوفيق دائما وابدا تحية ليك من اندلسية طنجاوية,positive
 احترافية فالتصوير بتبات وتنسيق جميل جدا للفيديو انيق حبيت موفقة ❤﻿ ﻿,positive
أبداعتي ياأختي عفاف﻿,positive
انجاز رائع مثلك غاليتي﻿,positive
 تبرك الله عليك مزيد من تألق نشألله  طوب طوب,positive
تصوير .. إلقاء  ... مونتاااج  ,positive
ناتجة رائعة شملت جمال صورة و الصوت ,positive
تحياتي من نضيرة صديقة الفايسبوك  لك عفاف 😍﻿,positive
وفقك الله عزيزتي عفاف بداية موفقة، فيديو أكثر من رائع نتمنى لك المزيد من التألق احبك في الله﻿,positive
 عفاف العريبي الصديقة التي تستحق كل التشجيع والدعاء لها من أجل الاستمرارية في عالم اليوتيوب والمساهمة في الارتقاء بالمحتوى المغربي ..﻿ ,positive
 ,positive
هذه الروح الرياضيه,positive
عملاق لا يعوض,positive
على حلاوة دك الدلافين بصحتييك,positive
نفس الإبتسامة 😁,positive
ادام الله عليك الفرح والسرور,positive
وعندك توريها ن سعد يبقى يعاتبك حتى تشوفي ولاد ولادوا,positive
شكرا ماسكي,positive
حلاااااوة😍😍,positive
نعمة و تستاهلينها,positive
ما هذا الجمال ....,positive
اللهم لا تحرمنا من هذا المقام يا رب.,positive
ما شاء الله ربنا يوفقك,positive
مبروووك كل الخير والموفقيه ان شالله,positive
عـَـانَـق طيفُـهُ قلـبـي .,positive
مبروك حبيبتي,positive
يا مَن أحيى هذه الأرض الطيّـبة بسُقيـا زمرم .. أحيي قلبـي و قلـوبَ العالميـن بسُقـيا حُبّـك ,positive
اكثر من مجرد نادي,positive
ربي كبير الحمد لله وما عنده الا الخير,positive
لكن بنادم كحل الراس هو المشكل,positive
الحمد لله الشتا كاينا والعام زين ، الله يبعد علينا غير السماسرية ,positive
الحمد لله الأمطار رحمة ... غاتنفع الفقير قبل الغني ,positive
مبروك,positive
تحيا العلامنية و يحيا نور العقل .,positive
لم تتقدم اوروبا الا عند ادخال شيوخ الكنيسة سوق راسهم، وابعادهم عن السياسة.,positive
نتمنى للمغرب ان يحدو حدو تركيا. ,positive
يخطو بثبات هذا اللاعب ♥♥ انا متاكد سيكون له شان كبير .,positive
كم انت رائع ياحاريت,positive
تحية طيبة وخالصة لك استاذ ,positive
ما من نعمة في الكون مثل ان تكون مسلما يكفيك انك في ظل رحمة الله ودائما بابه في انتظار عودتك,positive
مسلم و أفتخر,positive
انا مسلمه ومحمد نبيي وافتخر,positive
سورة يوسف في أعماق قلبي﻿,positive
تبارك الله علينا و صافي,positive
المغرب قادرة على التاهل للدور الثاني بكاس العالم بوصوفا اداء عالمي وتمتلك لاعبين اعلى مستوى عاش المغرب,positive
لاعب فی المستوی,positive
المغرب له لاعبين يملكون مهارات وتقنيات عالمية مطمحنا الفوز بكأس العالم,positive
الرجاء العالمي فخر الكرة المغربية و العربية والإفريقية لكن الكائنات الوردية لهم رأي آخر,positive
باه لي مرضي ولدو داه لبلاد الخير و دخلو لاحسن مدرسة,positive
رغم فرحة التأهل ، رغم مرور الوقت سوف تبقى في قلوبن,positive
شكرا أخي الخبر تم نشره صباح اليوم,positive
👈 إلى اليوم صعود مستمر و نتمنى أن يستمر في الصعود ,positive
إبن الريف العظيم تحية لأبناء سلوان ,positive
مشاء الله الفاتحة بتقليد الشيخ ياسر الدوسري و سورة القيامة بتقليد الشيخ. إدريس ابكر,positive
تحياتي لك ادمين على هاد المجهود لي كادير باش تقربنا من اللاعيبين ديالنا ,positive
اشرف يرفع لقب مغربي عالمي رسالة واضحة بانه قد يرفع لقب روسيا ,positive
مبروك معرفتش لاش مغاربة كيهرسو ويطيحو بقيمة ولاد بلادهم ويعطو قيمة للبراني,positive
الله يخليله والديه ويحفظهم ليه,positive
الله يعافيكم جميعا ..شكرا جزيلا,positive
أحسن لاعب في شالك على الاطلاق. محراث بمعنى الكلمة,positive
محمود الأغا كل منشور اقراءه اذداد اعجابا بما تنشر. ربنا يحفظك اينماتكون !!,positive
عائلة جميلة جدا,positive
مبروك عليك اختي مريم فرحنا ليك بزاف سلامي لابن الخال,positive
اسطورة,positive
تبارك الله على سي حكيمي بالتوفيق,positive
تفرجت لهاد المقابلة امين حاريث كان فالمستوى العالي وقدم مبارة اكثر من رائعة .,positive
مزيان هاد الوليد خاص رونار صراحة يدخلو في المجموعة كاساسي ه,positive
قدم مبارة رائعة دفاعيا و هجوميا,positive
تبارك الله ماشاء الله عليه,positive
اشرف فنظري قدم احسن مبارة في المباريات لي لعبها كاملة قطع كورات وحط عرضيات معلم عطى 2 بيت مستغبهومش واحد لبنزيما واحد لرونالدو,positive
بجوجهوم زوينين تبارك الله عليهم,positive
لاعب كبير يحتاج الخدمة على الجانب البنيوي,positive
أشرف عربي وفخر العرب أولي معجبو حال بلا مانخسرو الهدرة راه عارف,positive
تبارك الله عليه,positive
الله اكمل عليه تبارك الله عليه,positive
شكرا لك لانك قلت فخر المغرب ولم تقل فخر العرب.. لان اكبر حسادنا هم العرب,positive
مبروك عليك اتمنى لك مسار موفق,positive
تقرير رائع جدا جدا جدا جدا,positive
اعجبتوني بفخر المغرب ماشي بحال شي قوم كايقولو فخر العرب,positive
تحراميات ديال لمغاربة فين مشاو سبوعة لعز لولاد بلادي نفتخر بهم جميعاً ,positive
 اعتبره جيل ذهبي قادر على قلب الطاولة على الجميع ليبهر العالم اسود الاطلس,positive
 ,positive
إنشاء الله يرجع للمستوى ديالو و أكثر ....حيت محتاجين لجميع النجوم ديالنا في المستقبل .,positive
.حظ سعيد لمستور احسن موهبة كروية مغربية مع حاريث و حكيمي ,positive
ميسي المغرب نتمنى له عودة موفقة,positive
هاد السيد واعر عندو مهارات مكيناش عند رونالدو مي عندو السرعة زيرو,positive
انشاء الله اضمن الاساسية ف الميلان ورجع ل نجومية,positive
نجم يستحق مكانة بين كبار الكالتشيو,positive
إن شاء الله .وبالتوفيق له حيث استاهل,positive
شكرا للمجهود ,positive
اكتر لاعب أحبه واحترمه يلعب داءما على القميص الأخ الرائع فيصل فجر أتمنى من روناردد يمنح مكانة أساسية لفيصل يستحق دلك,positive
الله يبارك,positive
الكابيتانو كم انت كبير يابن المغرب بالتوفيق ان شاء الله,positive
الكابيتانو بالتوفيق عليك,positive
برافو مهدي الأسد رقم واحد طوب وان,positive
انت انسان رائع جدا ومميز ومتواضع كنحماق عليك,positive
اللهم زيد وبارك ,positive
تاعرابت أحسن لاعب,positive
تعرابت وااعر بالله تفارجت فالماتش غير كايشد الكورة كاتلقا 3 لاعابة ديال فيورنتينا معاه وهاكاك كايدووزهااا,positive
يستحق المنتخب,positive
المستقبل مشرق أن شاء الله,positive
مزيان,positive
تبارك الله على الشبل حميدات مسيرة موفقة ان شاء الله حتى باش تهز المشعل تاع بن عطية كحائط صد في تركيبة المنتخب الوطني مستقبلا,positive
صفحة رائعة نتمنى لكن إﻹستمرارية,positive
وكيف ان ننسى الفنانة الجميلة خديجة أطلس في سهرتنا اليوم ,positive
مرحبا قليلة في حقكم ,positive
خوي إشراف أتمنى لك مسربة موفقة ديييييما برشلونة وتحياتي ,positive
شكرا على المجهودات ....اتمنى لو كانت الترجمة,positive
المغربي الوحيد الذي وثق فيه كل المغاربة هههه,positive
الله يعطيك الصحة يا رب تحفظ لك يا ربي❤️,positive
الله يبارك فيك,positive
الف مبروك 🌺,positive
وحقيقة ان المملكة ألعربيه السعوديه غنيه بكل شيء,positive
والجمال الموجود فى بنات,positive
السعوديه يفوق الخيال,positive
مشكورة انا والله يوفقك و,positive
شكرا للكاتب.,positive
صقر العرب وفخر الجميع محمد صلاح ربنا يحميك,positive
اتقدم بالتحية لمن احسن تربيك فصبحت نموذج للشباب في التربية والاخلاق ,positive
ياسلام على منظر التشجيع برا,positive
ربنا يوفقك ي اابو صلاح,positive
يارب صلاح اليوم يسجل سوبر هاتريك يا فخر مصر والعرب,positive
اللهم بعزتك وجلالك العظيم احمى اولى القبلتيين وثالث الحرميين,positive
اللهم انصر الاسلام و المسلمين واعلي راية الحق و نصر اخواننا في فلسطين يارب العالمين,positive
اللهم آمين.. ربنا يكرمك ويرضي عنك,positive
أكلاتهم رائعة. حقا السيفيتشي من أروعها. شعب مضياف و بسيط. تحس و كأنك في بلدك ,positive
مبروك يا أبا مكة,positive
تفرجت لهاد المقابلة امين حاريث كان فالمستوى العالي وقدم مبارة اكثر من رائعة,positive
قدم مبارة رائعة دفاعيا و هجوميا,positive
تبارك الله ماشاء الله عليه,positive
"ماكرون يشيد بجلالة الملك في قمة ""وان بلانيت ساميت""",positive
برافو عموتة احسن مدرب,positive
برافو خطوة موفقة في علوم التكنلوجيا تضاف الي سجل المغرب البطل وستكون له مهام عديدة في استكشاف مايدور علي الارض وردع العدو الطامع ,positive
تحية كبيرة للقائد مبارك بوصوفة وايضا لفريق الجزيرة الاماراتي الشقيق على تمثيله للعرب احسن تمثيل,positive
الحمد لله على نعمة الاسلام والمسلم لا يخاف الموت,positive
اعجبني,positive
لاوالله ان ،،الهواوي،،نعم التليفون كيصبر فشارج والى طاح فالارض كيصبر كدلك,positive
كل التشجيع والتقدير ن طاقم cap24 وبالأخص صديقي سفيان الفاصيقي,positive
تواضع و علم وحكمة .. الن الحاضر والمستقبل,positive
اشجع واحسن طيار كل الاحترام والتقدير له,positive
شكر الله سعيكم وعملكم,positive
سامسونج هيا التوب ها الاس 6 عندي و شحال من مرة طاح و مزال خدام السلعة د الشينوا منشريهاش و تبقى غا هي,positive
اقدر جهودكم علي نشر الفيديو شكرا جدااا,positive
كلام في منتهى الروعة,positive
💞اﻹنسانية محبة وسﻻم وعيش مشترك لجميع,positive
بارك الله في شيخنا الفاضل,positive
ماشاء الله على العلامة الذكتور سعيد الكملي,positive
ما أحلى أن نَعيش في خيرٍ وسَلام,positive
ما أحلى أن نَكون في حُبٍ ووِئــام,positive
لا شَر َّ يؤذينــا لا ظُلمَ يؤذينــا والحب للجميع,positive
ولخير للجميع والدنيا تبقـــى تبقى أمان لجميع,positive
نشكر تعليقك ومرورك متابعنا الكريم، ,positive
مارادونا يبقى الأفضل عبر التاريخ,positive
ربنا يحميها,positive
عبارة رائعة,positive
وأعظم الناس على وجه الأرض سبحانك ربي,positive
كلام جيد ولكن كلام الرسول صلي الله عليه وسلم اعظم ،،الأخلاق هي الحياة,positive
ليس غريبا عن الاخوان في الاردن وابطالها,positive
منتصب القامه مرفوع الهامه,positive
بطل الله يحميه ويفك اسرو,positive
بارك الله فيك شيخنا الفاضل,positive
منشور رائع ,positive
كلام راااااائع,positive
جميل جدا,positive
الله أكبر والعزة لله الله يحميكم وينصركم,positive
الثقة الحب الالتزام ,positive
كلام جميل ومنطقي ....,positive
بالفعل..... فالحياة لا تحتاج للتعقيد,positive
منشور روووعه,positive
كلام عظيم,positive
انا أحب دين الأسلام وأستمع للعلماء المسلمون,positive
في ذلك البلد الذي يقدر قيمة الانسان,positive
مبروك على الناجحين,positive
يكفي أنك ولدت في أقوى دولة في العالم,positive
رجل حكيم ولو انه أسلم لجمع الفضيلتين,positive
جنيل اوى اوى وحكم حلوة والله,positive
مقطع رائع يستحق المشاهدة,positive
دعوه للتفائل,positive
أحسنت كلام في منتهى الروعه,positive
وااااو اجمل كلام ,positive
المهم ان لا تغلبنا هموم الحياة,positive
افكار عملاقة من عمالقة روعة امل حب تفاؤل شئ يفرح ويشرح الصدر,positive
الحمد الله علي كل حال,positive
قدوتي رسولى سيدنا محمد عليه السلام اللهم صل وسلم وبارك عليه,positive
هذا الطفل الفلسطيني أشرف من العالم كله,positive
وعقبال جائزة أفضل لاعب في العالم,positive
اللهم زد وبارك ,positive
الله يحمي الااردن ويلعن كل حاقد يتمنا لنا الدمار مرفوعه رايتك بعون الله ياوطني وياايها الشعب الطيب,positive
منوره ياست الكل,positive
الجيتار الجميل مع الصوت التحفه ماشاء الله منورين الدنيا كلها,positive
منور يا فنان,positive
منورين الشباب,positive
يا أخي معتز مطر أخوك من الجزائر وأنا أحبك في الله ما دمت تدافع عن القضية الفلسطينية,positive
والله انت رائع يا معتز الله يحميك انت من الاعلاميين الشرفاء الاقلاء الباقيين ,positive
نحن شعب واحد ونحب بعضنا ومسلمين إخوة لكن إياكم والاعلام إخواني اخواتي سلام,positive
احلى فنان عندنا,positive
رجل صاحب موقف شجاع الله يكتر امثاله,positive
انا كنحبكم شكرا رأيكم يهمني,positive
لا تبكي يا فلسطين على حالك حقك ترفعي راسك بأبطالك القدس لنا شاء من شاء وأبى من أبى القدس,positive
شعب الجبارين انظر الى اطفال فلسطين وتعلم منهم الوطنية الحرية ... القدس عاصمة فلسطين,positive
انظر الى طفل فلسطين فأتعلم الرجولة,positive
وانظر الى اسير فلسطين فأتعلم الحرية,positive
وانظر الى شبل فلسطين فأتعلم النضال,positive
وانظر الى شيخ فلسطين فأتعلم الحكمة,positive
وانظر الى نساء فلسطين فأتعلم التضحية,positive
تعلم الرجولة والحرية والنضال والحكمة والتضحية,positive
من اجيال فلسطين من صغيرها الى كبير,positive
تستحقين كل التقدير والاحترام ولو,positive
عاش جلالة الملك حامى الملة والدين وراعي حقوق رعاياه الاوفياء الذي لنا كامل الثقة في جلالته لنقل هذا العامل عاجلا غير اجل ,positive
أغنية جمبلة بتوفيق نجوى,positive
اجمل وارجل واشيك شعب فى العالم شعب الشجعان بنت ارجل من العالم العربى كله,positive
أغنية مليئة بالأحاسيس الرقيقة لأجمل وأطيب فنانة ,positive
الله يوفق صوت رائع,positive
اتمنى لك التوفيق والنجاح الدائم يا غالية,positive
مبروك على الناس لي ربحوا و سعدات ناس كازا دوزوا معاك وقت زوين,positive
تحية كبيرة ليك يا اغلى فنان من وجدة,positive
 مبروك الفوز ب الجائزة الأخير تحياتي إلا الأسرة الكريمة انك سفير الأغنية المغربية وروح الموطنة المغربية,positive
بعشقك وبعشق صوتك واحساسك,positive
بتوفيق نجوى تستاهلين,positive
كلو حلوو,positive
الف الف الف ... الف مبروووووووووك يا محبوب الجماهير .. تستحقها عن جدارة و استحقاق,positive
"هنيئا لك يا عالمي نحن فخورون بك جدااا جدااا جدااا ... جدااا "" مبرووووووووووك الربحة الليلة الفرحة",positive
ﺍﻧﻪ ﺍﻟﻌﺎﻟﻤﻲ ﺍﻟﻌﺎﻟﻤــــــــــــــــــــــــــﻰ ﺍﻟــــــــــﺪﻭﺯﻯ ﻳﺎ,positive
ﺳﺎﺩﺓ ﺍﻻﺑﺘﺴﺎﻣﺔ ﺗﺬﻳﺐ ﺍﻟﺼﺨﺮ ﻭ ﺍﻟﺠﻠﻴﺪ ﻭ ﻛﻞ ﺷﻲء,positive
أكيد الديو سيكون مفاجئة رائعة، ننتظر بفارغ الصبر,positive
الف مبروك خويا دوزى رك تستحقه حيت صوتك ماشي اي صوت رك كنت رائع احبك وكفى,positive
الف مبررروك يانجم النجوم 🌟 المغرب الأول العالمي الدوزي💖 يارب من نجاح لنجاح,positive
جمعة مباركة على الجميع,positive
عيد مبارك سعيد على جميع الأمة الاسلامية #الله_ينصر_سيدنا #saadlamjarred1,positive
صباح النور والياسمين على أجمل سعدوش,positive
حياتي انتظر اغنيتك بفارغ الصبر وراح يكون احلى يوم واخيرا من بعد غيبة طويلة راح ترجع تنور شاشات Tv ومواقع التواصل باغنيتك الرائعة,positive
انشاء الله تحقق نجاح باهر وتحتل المركز الاول من بين الاغاني العربية والعالمية,positive
صباح الورد يا سعد المغاربة الاحرار لي مايدوزو عار!! انه خبر مفرح ان نسمع عن عمل لوالدك الفنان المحترم دو الصوت القوي الاصيل,positive
سعد المجرد مغنيييي المفضل😍😍😍 انشاااللله ع طول بضل فرحااان ومبسوووط😘 والكليب والاغنية طلعوا حلويييين بجننووووووا😍,positive
حلوة ههههه أغنية روووعة يا عسل يا مغربي سعد لمجرد راك باقي حي اقتل العدو يا رايس هههههههه أغنية ولا حلوة,positive
خاي سعد غي سمحلي الأغنية ناقصة بالمقارنة مع الأغنيات لي فايتين ، المهم لي متافق معايا يبان هنا,positive
واااااااااااو طووووووووب ولاااد بلادي الله يحفضكم سعد انت التواااضع بنفسه ,positive
سيدنا الله يشفيك و يعافيك ، الله يخليك لينا يا أطيب قلب فالدنيا,positive
حكيمي يستحق اللعب كاساسي لأنه لاعب متميز,positive
في الصورة ابتسام تسكت جميلة والكل يشاهد ذتلك,positive
تحياتي ليك خويا حفيظ اسطورة النجاحات,positive
تبارك الله عليها باين عليها قلب طيب,positive
حمقتونا صافي بالمدن المغربية الرائعة,positive
عادل تاعرابت يواصل التألق ويقدم مبارة جيدة أمام بينفينتو 23/12,positive
الصحراء المغربية بكل متحمل الكلمة دائماا المغرب #حتى يرث الله الأرض ومن عليها,positive
الله يجازي المحسنين,positive
صحيح و معقول في قمة الروعة و الحكمة و المعنى كلام من ذهب,positive
زوينة,positive
انني جد فخور بانتمائي لمنطقة اقليم ازيلال،تبعد هذه الشلالات عن قريتي ابزو بحوالي 50 كلم تقريبا.,positive
فطور مغربي في الطبيعة .. ياسلام,positive
بألف صحة و راحة لكن أخي حذاري من المقليات,positive
ما شاء الله تعالى,positive
منظر رائع سبحان الله,positive
بﻻدي ومنبع أجدادي أفتخر بها أينما دهبت روعة من الجمال وخﻻبة بمناطرها طبيعية,positive
السياحة والمتعة في شلالات أوزود بالمغرب,positive
عموته أحسن مدرب مغربي,positive
منظر راءع جمال بلادي الله يزيد يبارك,positive
من اجمل ما شاهدت ما اروع بلادي,positive
أحسن مكان زرتو في حياتي رائع تحياتي لبلادي الجميل,positive
فميسي أفضل لاعب بالتاريخ,positive
ياسلام روعه جمبوا مكان اسموا السبع عيون,positive
منظر حقا راءع ماشاء الله على بلادي ,positive
الله أكبر اللهم إتركنا على طاعتك حتى ندخل اللهم آمين,positive
شهية طيبة من ميناء الدارالبيضاء‎,positive
بﻻدي ومنبع أجدادي أفتخر بها أينما دهبت روعة من الجمال وخﻻبة بمناطرها طبيعية,positive
في الصراحة المنطقة سياحية بمعنى الكلمة ولكن المسؤولين ما قايمينش بالواجب ما مجهزينهاش مزيان في الدروج تيتلقاو مع الحمير والبالغ حشاكم وتايديروا الزحام,positive
أبناء مدينتي الحبيبة أسأل الله ان يرحمكم ويصبر اهاليكم . تحية نضالية للساكنة الصامدة,positive
روعة يترب تخليلينا بلادنا,positive
بكل بساطة لأنها جميلة ,positive
جمال بحر مدينة الحسيمة‎,positive
منظر جميل جدا,positive
الله على خيرات بلادي,positive
الله الله على مدينتي الغزالة هه,positive
الحمد لله بﻻدنا كاملة فيها مناظر جميلة,positive
الافضل في التاربخ اللعب بدون احدية وفي الايادي الهراوات,positive
الصحراء مغربية نجول فيها شمالا وجنوبا ونتمتع بخيراتها البرية والبحرية ونتوما كلسو تقولو غربية ولا شرقية ولا ميركانية ,positive
نعم انه منضر جد جميل,positive
تحليل منطقي و يدل على أنك على دراية و معرفة واسعة بكرة القدم، فانا بدوري اشاطرك الرأي,positive
بالتوفيق تاعرابت الاعب المهاري,positive
اول فنان مغربي يصل ل خمسة ملايين متابعة على انستغرام,positive
اول فنان مغربي عربي تصل اغنيته ل خمسة مئة مليون مشاهدة على يوتيوب,positive
أفضل لاعب في عبر التاريخ,positive
صورة رائعة من مدينة شفشاون‎ كيجاتكم؟,positive
اسطورة المغرب و العالم العربي,positive
هدي بلاصه فين زوينة نثمنا شوفها قريبا ان شاء لله ,positive
الشاون كولها الرااعة,positive
مدينة العشاق,positive
روعة,positive
واعرة,positive
الله على صحراء في المغرب,positive
فخر المملكة المغربية,positive
تحية للتلميذة خولة الجميلة أنت لست معاقة المعاق هو اللص الذي سرق دراجة هذا أكثر من معاق ذهنيا شماتة وليس إنسان سوي . أتمنى لك النجاح إنشاء الله مع تحياتي لك .,positive
قلوب طيبة,positive
احسن كلام,positive
الحمد لله على ناس الخير ربي يجازيك بكل ما تمنيتي,positive
شمايت شنو غيعملو بيها فاش غتنفعوم الا ادا فولو على راسم وكتابتلم اكلسو فيها,positive
مدينتي الحبيبة روعة,positive
الحمد الله ان ولاد الخير عوضوها على داكشي اللي تسرق منها,positive
سعدوشية و افتخر,positive
تبرك الله عليك لالة خولة قلب كبير. الله يسر ليك.,positive
زياش لاعب كبير يجيد المراوغة ويجيد التمرير لزملائه,positive
ماشي هادي هي اشقار ...كنسمع بيها زوينة بصح عمري مشيت ليها,positive
الأمل يسطع من داك النور في تلك الأرض الإيبيرية,positive
شكرا لكلية الناظور على تنظيم هذه الندوة ,positive
يا سلام,positive
الله على غروب الشمس ,positive
كلنا مع ابن بلادي الغالي سعد لمجرد,positive
نوفل راك ديما مغربي قح ولا عزاء لخائني الوطن ..أحترمك ولا تبالي بخونة المغرب,positive
جميلا جدا عروسة المغرب,positive
تالوين الغالية,positive
الصحافي الوحيد النزيه ، و نعم الصحافي ، انت داءما مع الصراحة و السفافية,positive
الشمال كامل جمال ,positive
تحية لي مدينة طنجة حي بني مكادة حي العرفان حي صدا حي العرفان من مدينة دخلة ,positive
عندو الزين عندو سعد ولد بلادو ❤❤❤,positive
دمتم اوفياء للقلم والرأي الحر. ,positive
الله ينصر سيدنا,positive
وحشتنا يا معلم باغانيك الرائعه يا سعد لاتقلق من اي شيء ورائك جمهور لا ليس جمهور بل جيش من ملايين المحبين لك من المحيط الي الخليج - الي الامام يا معلم,positive
الي الفنان العالمي سعد لمجرد - شكرا علي امتاعنا باحدث صيحات الموسيقي الجميله المزيج مابين الموسيقي المغربيه والاوربيه الحديثه فعلا انت ملك الموسيقي,positive
الف مبروك يا سعد انت تستاهل اكتر من كده لانك فنان عالمي وكل الوطن العربي يفتخر بك ,positive
هنيئا لكم يا شعب المغرب الحبيب بالفنان الرائع سعد لمجرد,positive
كيف الحال يا الحبان ، الاغنية الجديدة شاغلاني شوية لكن دائما أنتم في القلب وفالبال يا جمهور مالو مثيل,positive
مبروك الفوز مع اني مابعرف الفريق بس بما انك سعيد لفوز هالمنتخب فانا لازم كون سعيدة ,positive
الله يسعد مساك وقلبك الطيب لعز ,positive
انا بعشق الموسيقي بتعتو في منتهي الجمال، احلي تحيا من الشعب المصري لاخوانا المغاربة والف مبروك الكأس,positive
دلل الحب ❤ديالنا انت بتأمر أمر حبيب القلب💙 قربنا نوصل,positive
دمتي يا بلادي حرة سالمة والفخر كل الفخر بهويتك وانجازاتك يا وطني,positive
ماشاء الله عليك يا نبض القلوب!!! وسامة وخلق وطيبة قلب وحسن النشأة والتربية ,positive
له يعطيك الصحة والعافية والقوة لا ترهق نفسك 😘,positive
اخي سعد راااك خااااي و صاحبي و شكرااا بزااااف و الله يفتحلك بيبان الخير و رااااك عزيييز علياا و بزااااف و شكرا بززاااف على وقتك ❤️❤️❤️ و اناااا اكبر فااان ديالك ,positive
الله احميك و يحفظك ويوفقك احياتييييي متخيلش شحال توحشتك كنبغييييييك بزاااف اعمري نشاء الله قريب ترجع لينا حنا كنتسناوك او حنا ديما معاك,positive
برافو سلا. برافو الجمعية. صراحة كرة السلة المغرببة محتاجة لهدا التتويج .,positive
رائع مازال كاين ناس قلبهوم مزيان وبغاو لها الهير رغم مجرد تجربة اجتماعية,positive
كنشوف بزاف ديال التعاليق ان مزال الناس فيهم الخير...را اكتريا ديال المغاربة فيهم الخير وباقي الخير,positive
شكرا للجمهور الحبيب ,positive
